InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalSales,Month
982873,SKU_1110,Headphones,9,2025-04-19 00:00:00,84.17,33929.0,Italy,0.29,Bank Transfer,16.28,Accessories,Online,Not Returned,Royal Mail,London,Low,757.53,4
630775,SKU_1572,Wireless Mouse,32,2025-04-19 01:00:00,13.63,66740.0,Australia,0.34,paypall,16.79,Stationery,Online,Not Returned,UPS,Amsterdam,High,436.16,4
510420,SKU_1255,Notebook,48,2025-04-19 02:00:00,26.58,27381.0,United Kingdom,0.37,Credit Card,12.22,Stationery,In-store,Returned,FedEx,Paris,High,1275.84,4
630276,SKU_1421,Wireless Mouse,40,2025-04-19 03:00:00,88.71,62396.0,United States,0.06,paypall,22.04,Apparel,In-store,Not Returned,UPS,London,Medium,3548.3999999999996,4
127364,SKU_1155,Office Chair,6,2025-04-19 04:00:00,71.56,,Australia,0.09,Credit Card,8.78,Electronics,Online,Not Returned,DHL,Rome,Medium,429.36,4
793763,SKU_1184,Notebook,48,2025-04-19 05:00:00,33.74,94427.0,Spain,0.17,Bank Transfer,22.74,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low,1619.52,4
645336,SKU_1552,USB Cable,18,2025-04-19 06:00:00,78.54,35051.0,Italy,0.28,Bank Transfer,5.48,Stationery,In-store,Not Returned,DHL,Paris,High,1413.72,4
238165,SKU_1712,Headphones,22,2025-04-19 07:00:00,11.76,89312.0,France,0.17,Credit Card,8.72,Furniture,Online,Not Returned,FedEx,Rome,High,258.71999999999997,4
333980,SKU_1984,USB Cable,45,2025-04-19 08:00:00,58.08,63714.0,United States,0.39,Bank Transfer,25.39,Furniture,In-store,Not Returned,FedEx,Berlin,Medium,2613.6,4
445627,SKU_1561,Desk Lamp,37,2025-04-19 09:00:00,33.4,29435.0,Belgium,0.2,Bank Transfer,18.26,Electronics,Online,Not Returned,DHL,London,Medium,1235.8,4
915628,SKU_1601,Headphones,29,2025-04-19 10:00:00,20.66,42742.0,United States,0.36,Credit Card,24.01,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium,599.14,4
122727,SKU_1236,USB Cable,24,2025-04-19 11:00:00,83.4,83244.0,Belgium,0.44,Credit Card,23.0,Electronics,Online,Returned,FedEx,Amsterdam,High,2001.6000000000001,4
797527,SKU_1857,Blue Pen,31,2025-04-19 12:00:00,56.37,41122.0,Sweden,0.49,Credit Card,27.76,Stationery,In-store,Not Returned,FedEx,Amsterdam,High,1747.47,4
518100,SKU_1444,Notebook,42,2025-04-19 13:00:00,49.16,63965.0,Australia,0.46,Credit Card,10.56,Accessories,Online,Not Returned,FedEx,London,High,2064.72,4
921039,SKU_1502,Blue Pen,2,2025-04-19 14:00:00,62.17,27034.0,Australia,0.45,Bank Transfer,24.61,Stationery,Online,Not Returned,UPS,Rome,Low,124.34,4
566427,SKU_1324,Wall Clock,8,2025-04-19 15:00:00,76.9,32976.0,Spain,0.04,paypall,6.07,Electronics,In-store,Not Returned,UPS,London,Low,615.2,4
406456,SKU_1958,Headphones,46,2025-04-19 16:00:00,90.7,35903.0,Belgium,0.22,paypall,11.27,Furniture,Online,Not Returned,Royal Mail,Paris,High,4172.2,4
665057,SKU_1376,Office Chair,6,2025-04-19 17:00:00,15.13,48881.0,Italy,0.26,paypall,13.23,Apparel,In-store,Not Returned,DHL,Paris,Medium,90.78,4
230205,SKU_1848,Notebook,29,2025-04-19 18:00:00,67.28,83487.0,France,0.4,Bank Transfer,16.0,Apparel,In-store,Returned,DHL,Rome,Low,1951.1200000000001,4
502791,SKU_1793,USB Cable,-31,2025-04-19 19:00:00,-86.99,,Norway,0.17,paypall,,Furniture,Online,Not Returned,DHL,,High,2696.69,4
790434,SKU_1502,USB Cable,23,2025-04-19 20:00:00,64.58,91915.0,Portugal,0.28,Bank Transfer,28.67,Stationery,Online,Not Returned,FedEx,Berlin,Low,1485.34,4
605750,SKU_1665,Headphones,40,2025-04-19 21:00:00,29.74,59705.0,Italy,0.13,Credit Card,24.51,Stationery,In-store,Not Returned,Royal Mail,London,Low,1189.6,4
322364,SKU_1874,Wall Clock,33,2025-04-19 22:00:00,17.76,28261.0,Netherlands,0.23,paypall,29.29,Electronics,In-store,Not Returned,DHL,Berlin,High,586.08,4
766024,SKU_1456,Headphones,16,2025-04-19 23:00:00,34.51,73133.0,Belgium,0.24,paypall,25.71,Apparel,Online,Not Returned,Royal Mail,London,Medium,552.16,4
442794,SKU_1406,Notebook,36,2025-04-20 00:00:00,34.94,50427.0,United Kingdom,0.11,paypall,5.11,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High,1257.84,4
449204,SKU_1691,USB Cable,28,2025-04-20 01:00:00,83.41,26752.0,France,0.02,Bank Transfer,20.05,Electronics,Online,Not Returned,Royal Mail,Rome,Low,2335.48,4
872734,SKU_1087,Desk Lamp,24,2025-04-20 02:00:00,77.25,11978.0,United Kingdom,0.31,paypall,11.84,Apparel,In-store,Not Returned,DHL,Berlin,Low,1854.0,4
700983,SKU_1104,Wireless Mouse,43,2025-04-20 03:00:00,98.73,76343.0,France,0.07,paypall,11.84,Accessories,Online,Not Returned,DHL,London,Low,4245.39,4
244371,SKU_1584,Desk Lamp,49,2025-04-20 04:00:00,24.39,80137.0,Belgium,0.27,paypall,25.14,Electronics,In-store,Not Returned,Royal Mail,Paris,Low,1195.1100000000001,4
886270,SKU_1457,Backpack,4,2025-04-20 05:00:00,72.36,76151.0,United Kingdom,0.2,paypall,24.73,Stationery,In-store,Not Returned,DHL,Berlin,Low,289.44,4
608864,SKU_1883,Office Chair,48,2025-04-20 06:00:00,48.74,90495.0,Spain,0.02,paypall,24.56,Electronics,Online,Returned,FedEx,Paris,Low,2339.52,4
403541,SKU_1965,Wireless Mouse,13,2025-04-20 07:00:00,89.03,49377.0,United Kingdom,0.33,paypall,10.06,Apparel,In-store,Not Returned,FedEx,Paris,Medium,1157.39,4
821351,SKU_1899,USB Cable,44,2025-04-20 08:00:00,91.35,18996.0,Italy,0.21,Bank Transfer,14.44,Apparel,In-store,Not Returned,Royal Mail,London,Low,4019.3999999999996,4
549135,SKU_1256,Blue Pen,28,2025-04-20 09:00:00,62.51,48195.0,Germany,0.08,Credit Card,12.57,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,1750.28,4
470209,SKU_1133,Blue Pen,30,2025-04-20 10:00:00,8.91,63878.0,Spain,0.34,Credit Card,10.2,Electronics,Online,Not Returned,UPS,Amsterdam,High,267.3,4
289519,SKU_1951,T-shirt,22,2025-04-20 11:00:00,7.54,81057.0,Belgium,0.32,Credit Card,10.78,Furniture,Online,Not Returned,FedEx,Rome,Medium,165.88,4
689786,SKU_1485,Wall Clock,31,2025-04-20 12:00:00,78.43,52010.0,Australia,0.41,Bank Transfer,26.72,Furniture,In-store,Not Returned,DHL,Berlin,Medium,2431.3300000000004,4
732402,SKU_1284,Notebook,7,2025-04-20 13:00:00,31.33,76254.0,France,0.3,Bank Transfer,9.69,Electronics,Online,Returned,Royal Mail,Amsterdam,High,219.31,4
144572,SKU_1747,Headphones,13,2025-04-20 14:00:00,71.89,37422.0,Norway,0.05,Credit Card,7.31,Apparel,Online,Not Returned,Royal Mail,Rome,Low,934.57,4
330888,SKU_1386,T-shirt,39,2025-04-20 15:00:00,67.98,94947.0,Norway,0.03,Bank Transfer,20.0,Apparel,Online,Not Returned,DHL,Amsterdam,High,2651.2200000000003,4
301346,SKU_1895,Notebook,29,2025-04-20 16:00:00,24.44,15053.0,Portugal,0.44,Credit Card,12.8,Furniture,Online,Not Returned,UPS,Rome,High,708.76,4
591018,SKU_1620,Blue Pen,38,2025-04-20 17:00:00,33.34,40071.0,Sweden,0.33,Credit Card,14.36,Stationery,In-store,Not Returned,FedEx,Rome,Low,1266.92,4
135389,SKU_1343,T-shirt,28,2025-04-20 18:00:00,9.91,60767.0,Spain,0.47,paypall,29.69,Electronics,In-store,Not Returned,UPS,Paris,High,277.48,4
672551,SKU_1425,Desk Lamp,17,2025-04-20 19:00:00,95.54,87473.0,Spain,0.09,Credit Card,11.73,Apparel,Online,Not Returned,FedEx,London,High,1624.18,4
502328,SKU_1136,T-shirt,24,2025-04-20 20:00:00,8.72,10570.0,France,0.03,Bank Transfer,5.64,Apparel,Online,Not Returned,UPS,Berlin,Medium,209.28000000000003,4
318711,SKU_1848,Wall Clock,14,2025-04-20 21:00:00,75.42,98402.0,Sweden,0.15,paypall,10.51,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low,1055.88,4
335417,SKU_1746,Office Chair,7,2025-04-20 22:00:00,72.3,15804.0,Norway,0.12,paypall,29.13,Furniture,In-store,Not Returned,FedEx,Rome,Medium,506.09999999999997,4
119984,SKU_1570,White Mug,1,2025-04-20 23:00:00,77.4,80074.0,Belgium,0.5,Bank Transfer,7.22,Furniture,In-store,Not Returned,DHL,Paris,High,77.4,4
858874,SKU_1293,Office Chair,49,2025-04-21 00:00:00,67.99,64559.0,Portugal,0.21,Bank Transfer,26.06,Furniture,In-store,Not Returned,FedEx,Rome,Low,3331.5099999999998,4
432188,SKU_1041,Backpack,5,2025-04-21 01:00:00,47.54,71981.0,Spain,0.27,Bank Transfer,18.92,Electronics,Online,Not Returned,DHL,Berlin,High,237.7,4
532426,SKU_1759,Office Chair,11,2025-04-21 02:00:00,33.78,42972.0,United Kingdom,0.21,Credit Card,6.86,Apparel,In-store,Not Returned,DHL,London,High,371.58000000000004,4
418950,SKU_1049,USB Cable,47,2025-04-21 03:00:00,67.81,51765.0,Australia,0.23,Credit Card,15.9,Stationery,In-store,Returned,DHL,Rome,High,3187.07,4
302824,SKU_1781,Notebook,21,2025-04-21 04:00:00,25.18,60701.0,Spain,0.39,Bank Transfer,27.92,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium,528.78,4
910701,SKU_1893,Office Chair,-4,2025-04-21 05:00:00,-95.72,,Norway,1.2864144790275764,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,High,382.88,4
427940,SKU_1867,Office Chair,13,2025-04-21 06:00:00,59.08,52264.0,France,0.46,Bank Transfer,24.74,Electronics,In-store,Not Returned,UPS,Rome,Medium,768.04,4
355965,SKU_1172,Blue Pen,36,2025-04-21 07:00:00,47.97,48156.0,Netherlands,0.41,paypall,25.81,Stationery,Online,Not Returned,DHL,Berlin,Medium,1726.92,4
109527,SKU_1288,Notebook,34,2025-04-21 08:00:00,71.15,44594.0,United States,0.0,Bank Transfer,7.76,Furniture,In-store,Not Returned,FedEx,London,High,2419.1000000000004,4
761304,SKU_1915,Backpack,31,2025-04-21 09:00:00,32.43,16710.0,Norway,0.37,Credit Card,10.16,Apparel,In-store,Not Returned,UPS,London,Medium,1005.33,4
515734,SKU_1161,Headphones,21,2025-04-21 10:00:00,80.29,62748.0,Portugal,0.32,paypall,13.86,Stationery,In-store,Not Returned,Royal Mail,Paris,Low,1686.0900000000001,4
975227,SKU_1578,Blue Pen,7,2025-04-21 11:00:00,85.38,86746.0,Italy,0.33,paypall,27.62,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,597.66,4
326468,SKU_1339,Wall Clock,47,2025-04-21 12:00:00,51.44,,Spain,0.37,Bank Transfer,18.02,Stationery,Online,Not Returned,FedEx,,Low,2417.68,4
983527,SKU_1322,Office Chair,-12,2025-04-21 13:00:00,-62.24,,France,1.1678366721228168,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,High,746.88,4
657390,SKU_1325,Blue Pen,42,2025-04-21 14:00:00,11.82,67640.0,Netherlands,0.33,paypall,22.75,Furniture,Online,Not Returned,FedEx,Amsterdam,High,496.44,4
238741,SKU_1732,White Mug,31,2025-04-21 15:00:00,84.64,,Portugal,0.05,paypall,15.53,Electronics,In-store,Not Returned,DHL,Paris,Low,2623.84,4
463227,SKU_1166,Office Chair,26,2025-04-21 16:00:00,25.73,44361.0,United States,0.03,Credit Card,23.2,Furniture,In-store,Not Returned,DHL,Amsterdam,Low,668.98,4
387523,SKU_1682,T-shirt,23,2025-04-21 17:00:00,3.64,84756.0,Germany,0.32,Bank Transfer,9.79,Electronics,In-store,Not Returned,UPS,Amsterdam,High,83.72,4
516928,SKU_1734,USB Cable,45,2025-04-21 18:00:00,7.5,33779.0,Portugal,0.45,Bank Transfer,21.79,Stationery,Online,Not Returned,DHL,Rome,High,337.5,4
741413,SKU_1166,Wireless Mouse,31,2025-04-21 19:00:00,93.16,77397.0,United States,0.31,Bank Transfer,21.83,Furniture,In-store,Not Returned,Royal Mail,London,Medium,2887.96,4
381335,SKU_1368,USB Cable,33,2025-04-21 20:00:00,35.03,94395.0,United Kingdom,0.1,Credit Card,9.63,Electronics,In-store,Not Returned,UPS,Rome,Medium,1155.99,4
360978,SKU_1084,Desk Lamp,24,2025-04-21 21:00:00,31.76,88488.0,Australia,0.26,Credit Card,7.07,Apparel,In-store,Not Returned,DHL,Rome,High,762.24,4
244331,SKU_1114,T-shirt,10,2025-04-21 22:00:00,66.75,97546.0,Portugal,0.05,Bank Transfer,5.95,Furniture,Online,Not Returned,Royal Mail,Rome,High,667.5,4
793318,SKU_1811,T-shirt,4,2025-04-21 23:00:00,59.43,90150.0,Belgium,0.45,Bank Transfer,20.11,Apparel,In-store,Returned,Royal Mail,Rome,Medium,237.72,4
256588,SKU_1896,Notebook,35,2025-04-22 00:00:00,69.15,41292.0,Portugal,0.29,Credit Card,6.25,Electronics,In-store,Not Returned,FedEx,Paris,Medium,2420.25,4
135931,SKU_1864,T-shirt,35,2025-04-22 01:00:00,43.27,58908.0,United States,0.35,paypall,22.93,Apparel,In-store,Not Returned,DHL,Paris,Low,1514.45,4
961062,SKU_1049,T-shirt,10,2025-04-22 02:00:00,78.88,54054.0,Sweden,0.13,paypall,5.23,Apparel,Online,Not Returned,DHL,Berlin,Low,788.8,4
111624,SKU_1457,Headphones,47,2025-04-22 03:00:00,88.0,47299.0,Spain,0.29,paypall,24.34,Accessories,Online,Not Returned,DHL,Paris,High,4136.0,4
254944,SKU_1887,Office Chair,13,2025-04-22 04:00:00,15.61,81113.0,Italy,0.27,Credit Card,15.88,Stationery,In-store,Not Returned,UPS,Amsterdam,High,202.93,4
224148,SKU_1371,Wall Clock,47,2025-04-22 05:00:00,12.67,95696.0,Sweden,0.26,Bank Transfer,11.36,Apparel,In-store,Returned,DHL,Paris,Medium,595.49,4
394935,SKU_1829,T-shirt,27,2025-04-22 06:00:00,95.64,46506.0,Portugal,0.33,Bank Transfer,25.88,Electronics,In-store,Not Returned,FedEx,Berlin,High,2582.28,4
891084,SKU_1217,Wireless Mouse,46,2025-04-22 07:00:00,11.12,,Netherlands,0.22,Credit Card,19.77,Electronics,In-store,Not Returned,UPS,,Medium,511.52,4
397660,SKU_1258,Wireless Mouse,19,2025-04-22 08:00:00,48.38,30032.0,Sweden,0.18,paypall,23.0,Electronics,In-store,Not Returned,DHL,London,Low,919.22,4
322580,SKU_1973,Desk Lamp,34,2025-04-22 09:00:00,48.11,,Spain,0.43,paypall,23.43,Stationery,In-store,Not Returned,Royal Mail,,High,1635.74,4
108095,SKU_1647,USB Cable,39,2025-04-22 10:00:00,91.25,45761.0,Italy,0.25,paypall,23.21,Electronics,In-store,Not Returned,DHL,Berlin,Medium,3558.75,4
299965,SKU_1815,Desk Lamp,44,2025-04-22 11:00:00,37.82,89597.0,Australia,0.09,Credit Card,27.09,Electronics,Online,Not Returned,FedEx,London,Medium,1664.08,4
370239,SKU_1369,Office Chair,28,2025-04-22 12:00:00,47.23,59900.0,Portugal,0.19,paypall,15.32,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,1322.4399999999998,4
176216,SKU_1095,Blue Pen,-23,2025-04-22 13:00:00,79.98,,Germany,0.31,Credit Card,,Accessories,Online,Not Returned,FedEx,,Low,-1839.5400000000002,4
992819,SKU_1680,Wireless Mouse,28,2025-04-22 14:00:00,35.27,69155.0,Spain,0.13,Bank Transfer,15.14,Electronics,Online,Not Returned,FedEx,Berlin,Medium,987.5600000000001,4
548340,SKU_1931,Office Chair,20,2025-04-22 15:00:00,7.2,14312.0,Italy,0.49,Credit Card,7.69,Apparel,Online,Returned,FedEx,Amsterdam,Low,144.0,4
783602,SKU_1474,Notebook,22,2025-04-22 16:00:00,4.36,46060.0,Sweden,0.34,Credit Card,26.46,Accessories,In-store,Not Returned,UPS,Paris,High,95.92,4
650621,SKU_1824,T-shirt,26,2025-04-22 17:00:00,73.32,94640.0,Norway,0.32,Bank Transfer,7.16,Furniture,Online,Returned,DHL,Berlin,Low,1906.3199999999997,4
506385,SKU_1224,Wireless Mouse,24,2025-04-22 18:00:00,80.05,62019.0,Italy,0.25,Bank Transfer,10.95,Accessories,Online,Not Returned,UPS,Rome,Low,1921.1999999999998,4
714363,SKU_1340,Headphones,2,2025-04-22 19:00:00,2.29,86408.0,Spain,0.22,paypall,13.14,Accessories,Online,Returned,FedEx,Paris,High,4.58,4
729661,SKU_1857,Notebook,3,2025-04-22 20:00:00,86.03,38315.0,United States,0.05,Credit Card,16.97,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium,258.09000000000003,4
421366,SKU_1886,Backpack,16,2025-04-22 21:00:00,49.84,48026.0,Norway,0.3,paypall,5.4,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium,797.44,4
580474,SKU_1845,Office Chair,40,2025-04-22 22:00:00,3.82,85821.0,United Kingdom,0.31,Bank Transfer,16.67,Furniture,In-store,Not Returned,UPS,Paris,High,152.79999999999998,4
774276,SKU_1426,Blue Pen,27,2025-04-22 23:00:00,56.17,70776.0,United States,0.19,paypall,14.04,Stationery,Online,Not Returned,FedEx,Amsterdam,Medium,1516.5900000000001,4
226394,SKU_1483,USB Cable,16,2025-04-23 00:00:00,11.73,16525.0,France,0.22,Credit Card,5.62,Apparel,In-store,Returned,FedEx,Rome,Medium,187.68,4
924537,SKU_1283,Headphones,9,2025-04-23 01:00:00,33.63,17431.0,Netherlands,0.02,Credit Card,10.64,Accessories,In-store,Returned,DHL,Rome,Medium,302.67,4
169309,SKU_1347,Headphones,32,2025-04-23 02:00:00,17.95,29695.0,United Kingdom,0.5,Credit Card,23.18,Stationery,Online,Not Returned,FedEx,Rome,Low,574.4,4
541410,SKU_1340,Notebook,19,2025-04-23 03:00:00,54.05,28320.0,Australia,0.07,Bank Transfer,28.9,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,1026.95,4
683710,SKU_1879,Blue Pen,18,2025-04-23 04:00:00,56.37,97134.0,Italy,0.18,paypall,26.59,Apparel,Online,Not Returned,DHL,Berlin,Medium,1014.66,4
121045,SKU_1698,Office Chair,21,2025-04-23 05:00:00,90.68,63088.0,Germany,0.04,Credit Card,22.83,Electronics,In-store,Not Returned,Royal Mail,London,High,1904.2800000000002,4
560809,SKU_1373,Headphones,3,2025-04-23 06:00:00,14.46,86235.0,United States,0.11,paypall,25.61,Electronics,Online,Not Returned,FedEx,Rome,Medium,43.38,4
641349,SKU_1412,T-shirt,24,2025-04-23 07:00:00,50.52,41059.0,Portugal,0.44,Bank Transfer,23.55,Electronics,In-store,Not Returned,UPS,London,Low,1212.48,4
309746,SKU_1805,USB Cable,28,2025-04-23 08:00:00,58.42,27959.0,United States,0.06,paypall,24.44,Electronics,Online,Not Returned,FedEx,Berlin,Medium,1635.76,4
660030,SKU_1417,Wall Clock,21,2025-04-23 09:00:00,39.16,17918.0,Netherlands,0.44,paypall,26.45,Accessories,In-store,Not Returned,DHL,Amsterdam,High,822.3599999999999,4
387004,SKU_1832,Desk Lamp,4,2025-04-23 10:00:00,10.53,12234.0,Sweden,0.47,Bank Transfer,18.34,Stationery,Online,Not Returned,DHL,Paris,Medium,42.12,4
356152,SKU_1915,Headphones,47,2025-04-23 11:00:00,84.87,48756.0,United States,0.13,Credit Card,18.73,Apparel,Online,Not Returned,Royal Mail,Rome,Low,3988.8900000000003,4
312511,SKU_1281,Office Chair,-41,2025-04-23 12:00:00,-48.46,,Portugal,1.1657110603261478,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium,1986.8600000000001,4
810160,SKU_1242,Desk Lamp,-16,2025-04-23 13:00:00,-33.74,,United Kingdom,0.26,paypall,,Accessories,In-store,Not Returned,UPS,,High,539.84,4
325650,SKU_1538,Headphones,18,2025-04-23 14:00:00,2.27,41604.0,United Kingdom,0.01,paypall,25.75,Electronics,Online,Not Returned,UPS,London,Low,40.86,4
139212,SKU_1662,White Mug,37,2025-04-23 15:00:00,90.23,99283.0,Germany,0.39,Bank Transfer,23.03,Electronics,In-store,Not Returned,UPS,Amsterdam,Low,3338.51,4
904656,SKU_1198,Desk Lamp,-5,2025-04-23 16:00:00,-81.92,,Italy,0.44,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Medium,409.6,4
167414,SKU_1789,USB Cable,30,2025-04-23 17:00:00,16.26,25062.0,Portugal,0.37,paypall,19.56,Accessories,Online,Not Returned,UPS,Rome,Medium,487.80000000000007,4
466737,SKU_1430,Backpack,48,2025-04-23 18:00:00,24.28,79554.0,Germany,0.08,Credit Card,14.12,Apparel,In-store,Not Returned,Royal Mail,Rome,High,1165.44,4
568554,SKU_1484,Blue Pen,34,2025-04-23 19:00:00,39.18,42513.0,Portugal,0.14,Bank Transfer,8.61,Apparel,In-store,Not Returned,Royal Mail,Paris,High,1332.12,4
390682,SKU_1226,Backpack,5,2025-04-23 20:00:00,55.0,16376.0,Spain,0.13,paypall,26.07,Electronics,Online,Not Returned,UPS,Paris,High,275.0,4
345371,SKU_1195,Desk Lamp,-22,2025-04-23 21:00:00,-47.52,,Norway,1.432016938704192,Bank Transfer,,Stationery,In-store,Returned,UPS,,High,1045.44,4
975571,SKU_1732,Backpack,20,2025-04-23 22:00:00,77.02,69098.0,Germany,0.23,Credit Card,9.75,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium,1540.3999999999999,4
345139,SKU_1868,Blue Pen,38,2025-04-23 23:00:00,95.25,80033.0,Spain,0.42,Bank Transfer,11.24,Furniture,In-store,Not Returned,Royal Mail,Rome,High,3619.5,4
882476,SKU_1227,Backpack,17,2025-04-24 00:00:00,41.92,96473.0,Australia,0.06,Bank Transfer,28.64,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,712.64,4
488183,SKU_1066,Desk Lamp,12,2025-04-24 01:00:00,10.95,63653.0,Italy,0.5,Credit Card,24.19,Accessories,In-store,Not Returned,DHL,Berlin,Medium,131.39999999999998,4
111690,SKU_1961,T-shirt,31,2025-04-24 02:00:00,89.49,54576.0,United Kingdom,0.47,Bank Transfer,23.49,Accessories,In-store,Not Returned,DHL,Rome,Medium,2774.19,4
372467,SKU_1324,Office Chair,20,2025-04-24 03:00:00,84.53,68782.0,Belgium,0.47,paypall,7.45,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,1690.6,4
496530,SKU_1337,Notebook,11,2025-04-24 04:00:00,88.16,67645.0,France,0.32,paypall,20.48,Apparel,In-store,Not Returned,FedEx,Rome,Low,969.76,4
621819,SKU_1609,Notebook,-7,2025-04-24 05:00:00,44.91,,United Kingdom,0.25,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low,-314.37,4
658434,SKU_1526,Backpack,24,2025-04-24 06:00:00,34.3,31848.0,United Kingdom,0.26,paypall,18.99,Furniture,Online,Not Returned,UPS,Berlin,Low,823.1999999999999,4
769716,SKU_1893,USB Cable,26,2025-04-24 07:00:00,94.9,30484.0,United States,0.18,paypall,10.05,Furniture,Online,Not Returned,Royal Mail,Rome,High,2467.4,4
176805,SKU_1113,Blue Pen,40,2025-04-24 08:00:00,70.73,28637.0,Norway,0.07,Credit Card,28.51,Apparel,In-store,Returned,UPS,Paris,High,2829.2000000000003,4
864870,SKU_1103,Notebook,15,2025-04-24 09:00:00,37.15,92145.0,Spain,0.11,paypall,21.98,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low,557.25,4
236412,SKU_1427,Backpack,11,2025-04-24 10:00:00,12.46,96045.0,Sweden,0.11,paypall,16.2,Apparel,In-store,Not Returned,FedEx,Berlin,Low,137.06,4
406996,SKU_1502,Office Chair,28,2025-04-24 11:00:00,27.65,88760.0,Italy,0.35,paypall,8.47,Stationery,Online,Returned,FedEx,Amsterdam,Medium,774.1999999999999,4
948982,SKU_1306,USB Cable,41,2025-04-24 12:00:00,8.44,74363.0,Australia,0.27,Bank Transfer,9.29,Apparel,Online,Not Returned,Royal Mail,Paris,Medium,346.03999999999996,4
798035,SKU_1192,White Mug,35,2025-04-24 13:00:00,79.13,55989.0,United States,0.32,Credit Card,19.48,Apparel,Online,Not Returned,UPS,Berlin,Medium,2769.5499999999997,4
198756,SKU_1213,Backpack,43,2025-04-24 14:00:00,11.6,72514.0,Portugal,0.42,paypall,7.95,Stationery,Online,Returned,Royal Mail,London,Medium,498.8,4
337909,SKU_1920,Wall Clock,41,2025-04-24 15:00:00,5.07,63661.0,Belgium,0.29,paypall,8.57,Accessories,Online,Not Returned,FedEx,Paris,Medium,207.87,4
624680,SKU_1956,Headphones,38,2025-04-24 16:00:00,13.47,14820.0,France,0.07,paypall,5.48,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,511.86,4
433151,SKU_1144,Blue Pen,-38,2025-04-24 17:00:00,-90.92,,Germany,0.05,paypall,,Accessories,Online,Not Returned,DHL,,Low,3454.96,4
936853,SKU_1608,White Mug,33,2025-04-24 18:00:00,13.01,41886.0,United Kingdom,0.03,Bank Transfer,11.21,Furniture,In-store,Not Returned,DHL,Paris,High,429.33,4
763497,SKU_1563,Headphones,16,2025-04-24 19:00:00,34.79,41406.0,Spain,0.43,paypall,13.99,Electronics,In-store,Not Returned,UPS,Rome,Medium,556.64,4
638285,SKU_1057,Backpack,13,2025-04-24 20:00:00,37.79,63229.0,France,0.42,Bank Transfer,12.69,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,491.27,4
184970,SKU_1720,White Mug,21,2025-04-24 21:00:00,5.61,80865.0,Sweden,0.06,paypall,26.07,Apparel,Online,Not Returned,Royal Mail,Rome,Low,117.81,4
484112,SKU_1696,T-shirt,48,2025-04-24 22:00:00,58.65,,Belgium,0.19,Credit Card,21.74,Accessories,In-store,Not Returned,DHL,,High,2815.2,4
620155,SKU_1677,Notebook,18,2025-04-24 23:00:00,97.38,15943.0,United States,0.19,Credit Card,16.27,Furniture,In-store,Not Returned,FedEx,London,Medium,1752.84,4
338538,SKU_1580,Desk Lamp,14,2025-04-25 00:00:00,55.66,36962.0,Sweden,0.29,Credit Card,20.88,Furniture,Online,Not Returned,FedEx,Amsterdam,High,779.24,4
130278,SKU_1122,Office Chair,19,2025-04-25 01:00:00,10.8,43809.0,United Kingdom,0.44,Credit Card,19.04,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High,205.20000000000002,4
503613,SKU_1548,White Mug,8,2025-04-25 02:00:00,1.73,73461.0,Italy,0.05,Bank Transfer,9.32,Electronics,In-store,Not Returned,DHL,Rome,High,13.84,4
262602,SKU_1234,Notebook,30,2025-04-25 03:00:00,40.48,19389.0,Belgium,0.21,paypall,5.45,Apparel,In-store,Not Returned,Royal Mail,Paris,Low,1214.3999999999999,4
891226,SKU_1490,Blue Pen,12,2025-04-25 04:00:00,47.97,32252.0,Germany,0.24,paypall,6.04,Electronics,Online,Not Returned,Royal Mail,Paris,Medium,575.64,4
975762,SKU_1074,White Mug,11,2025-04-25 05:00:00,61.44,14008.0,Italy,0.09,Credit Card,27.02,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium,675.8399999999999,4
